strength	route	pmid	doi	year	title	journal	authors	queries	abstract
强护理前置	护士给药错误/近失/用药安全流程	42450850	10.3390/healthcare14131840	2026	"""It's Not Just a System Error"": A Qualitative Study of Nurses' Perspectives on Medication Safety in Saudi Hospitals."	Healthcare (Basel, Switzerland)	Alshammari M	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	Background: Medication errors remain a major threat to patient safety in acute care settings worldwide and are associated with preventable morbidity, mortality, and increased healthcare costs. Nurses play a critical role in identifying, intercepting, and preventing medication-related harm. However, limited qualitative evidence has explored nurses' perspectives on medication safety within the Saudi Arabian healthcare context. This study explored nurses' experiences of medication safety, perceived systemic challenges, and strategies for error prevention in Saudi hospitals. Methods: A qualitative descriptive design was employed. Fourteen (n = 14) nurses from two major referral hospitals in Saudi Arabia participated in semi-structured face-to-face interviews. Interviews were audio-recorded, transcribed verbatim, and analyzed using Braun and Clarke's six-phase thematic analysis framework. Results: Five overarching themes were identified: (1) Communication gaps; (2) Medication processes; (3) Technology and safety; (4) Workload and staffing; and (5) Staff competence. Participants described how communication failures, staffing pressures, workflow interruptions, and documentation ambiguities compromised medication safety. While barcode systems and EHRs were perceived as valuable safeguards, participants emphasized that their effectiveness depended on staff vigilance, adequate training, and supportive workplace cultures. Conclusions: Medication safety is a dynamic socio-technical process shaped by communication, competence, staffing capacity, and human interaction with technology. Improving safety requires integrated organizational strategies that combine workforce investment, structured communication practices, continuous professional education, and non-punitive incident reporting cultures. These findings provide practical insights for healthcare leaders seeking to strengthen medication safety systems in Saudi Arabia and comparable settings.
强护理前置	其他	40176007	10.1186/s12913-025-12505-2	2025	Medication-related infrastructure and medication reviews in nursing homes-a rapid appraisal study.	BMC health services research	Meyer-Massetti C; Osińska M; Welte N; Zúñiga F	Q1_nursing_title_drug_safety	Around 86% of Switzerland's nursing home (NH) residents have polypharmacy (≥ 5 concomitant medications); almost 80% use a potentially inappropriate medication increasing their risk of medication-related problems. Medication reviews can optimize medication safety by fostering interprofessional collaboration, leading to medication therapy adjustments; they are currently being considered as a future national quality indicator of NH performance in Switzerland. The present study aimed to survey current medication-use infrastructure and processes and medication review practices in NHs in the German-speaking part of Switzerland. It also aimed to explore the barriers to, facilitators of, and prerequisites for medication review to become a national NH quality indicator. We took a rapid appraisal approach. Between February and August 2022, we distributed a structured online questionnaire to the participating NHs assessing the infrastructure and processes surrounding medication use, analyzing them quantitatively and descriptively. We followed up with 60-minute, in-depth, interprofessional, online group interviews, using a semi-structured interview guide, focusing on interprofessional collaboration and medication reviews. Data analysis was done iteratively in a descriptive manner. Fourteen NHs in German-speaking regions of Switzerland completed the questionnaire, with 31 professionals from eleven of these NHs participating in group interviews. Almost half of the NHs (42.9%) had a cantonal license to run an in-house pharmacy, and in two-thirds of these, the legally responsible specialist was an external pharmacist. Community pharmacies supplied 92.9% of NHs with their medicines, mostly stored on the wards and prepared by nurses (57.1%). Accordingly, pharmacists were predominantly tasked with logistics, but were also key contacts for medication information. A clinical pharmacist participated in monthly ward rounds in just one NH. Medication verification occurred predominantly in the presence of physicians and sometimes nurses, mostly in the form of discussions during ward rounds or medication checks subsequent to an adverse event, rather than as part of comprehensive, proactive, interprofessional medication reviews. Interviewees identified numerous prerequisites before medication review could be used as a national NH quality indicator. None of our participants contested the importance of medication safety and quality in NHs; they mostly favored regular medication reviews. However, interviewees expected that the nationwide introduction of medication reviews would require a standardized guide about its content, execution, analysis, and documentation, as well as interprofessional collaboration and some form of financial incentive. Promoting the use of medication reviews in NHs will have to involve interprofessional stakeholders in developing a specific implementation approach and defining the quality assessment requirements of an indicator. Further research into these topics would be highly relevant to ensure acceptance and success.
强护理前置	护士给药错误/近失/用药安全流程	39793977	10.1002/nop2.70139	2025	Errors Associated With Medication Administration by a Nurse During Hospitalisation: A Prospective Observational Multicentric Study.	Nursing open	Tesar O; Dosedel M; Kubena AA; Mala-Ladova K; Prokesova R; Brabcova I	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin	To explore all medication administration errors (MAEs) throughout the entire process of medication administration by nurses in the inpatient setting, to describe their prevalence, and to analyse associated factors, including deviation from the good practice standards. Worldwide, MAEs are very common and regarded as a serious risk factor to inpatient safety. Nurses assume an essential role in the hospital setting during the administration of medications. The prospective observational study was carried out in accordance with the STROBE guidance. This study was conducted in four regional hospitals from June to August 2021. MAEs were collected when nurses administered medications to the adult inpatients during the morning, noon, and evening medication rounds at the internal, surgical, and follow-up care departments in each hospital over three consecutive days. Direct observation by the multidisciplinary team was employed. MAEs were classified as major MAEs (from the potentially most serious and common to all drug forms), specific MAEs (specific to a drug form), and procedural MAEs (e.g., patient identification, hygiene standards, or generic drug substitution). Predictors of either major MAE or specific MAE frequency were analysed using the generalised linear model and the decision tree model. Overall, 58 nurses administering medication to 331 inpatients at 12 departments were observed. In total, 6356 medication administrations were observed, of which 461 comprised major MAEs, 1497 specific MAEs, and 12,045 procedural MAEs. The predictors of the occurrence of major MAEs and specific MAEs were the specific hospital, the nurse's length of practice (less than 2 years), and two procedural MAEs (the unclear prescription and the wrong strength). Non-adherence to the standard processes in healthcare facilities for prescribing and administering drugs increased the prevalence of severe MAEs. Determinants of MAE occurrence such as incorrect prescriptions or limited experience of nurses should be considered. The identified determinants of MAE should be considered by hospital stakeholders in their support programs to reduce the level of burden for nurses during medication administration. Neither patients nor public was not involved in the design, data collection, or dissemination plans of this study. The researchers observed nurse care delivery at medical departments acting as passive participants.
强护理前置	其他	40698389	10.1097/PTS.0000000000001379	2025	Tools for Assessing Medication Safety Processes in Nursing Homes: A Systematic Review.	Journal of patient safety	Poudel RS; Williams KA; Pont LG	Q1_nursing_title_drug_safety	This systematic review aimed to identify tools for measuring the quality of medication safety-related processes in nursing homes. We systematically searched Medline, Embase, and CINAHL databases to identify studies describing tools for measuring medication safety-related processes or systems supporting medication safety in nursing homes. Databases were searched from their inception to June 2022. For each tool, the individual items included in the tool were mapped to the 9 steps and 3 background processes of the medication management pathway and the methodological quality was assessed using the Appraisal of Indicators through Research and Evaluation (AIRE) Instrument. Four tools for assessing medication safety-related processes or systems in the nursing home setting were identified. The tools varied substantially in terms of development, content (number of key elements and items), focus and quality. Only one tool, the Canadian Medication Safety Self-Assessment for Long-Term Care (MSSA-LTC), addressed all 9 steps and 3 background processes of the medication management pathway and had a high overall quality rating as per the AIRE instrument. While the Canadian MSSA-LTC tool had the widest focus and highest quality of the 4 tools identified, the choice of a tool by an individual nursing home or care organization will depend on the purpose of the assessment and processes of interest as well as the validity of the tool in the jurisdiction in which it is being used. Awareness of the differences and limitations of each tool in the relevant context should facilitate this endeavour.
强护理前置	护士给药错误/近失/用药安全流程	41200704	10.34172/jcs.025.33766	2025	Relationship between Medication Safety Competence and Perception of Medication Administration Errors among Clinical Nurses: A Cross-sectional Study.	Journal of caring sciences	Mahmoudzadeh M; Khalilzadeh Zia S; Mohammadi MA; Dadkhah B	Q1_nursing_title_drug_safety;Q3_nursing_monitoring_admin;Q5_med_admin_errors_nurses	"All nursing care must be performed without harming the patient. Medication errors pose a significant threat to patient safety. This study aimed to determine the relationship between medication safety competence (MSC) and clinical nurses' perceptions of medication administration errors (MAEs). This descriptive-correlational study was conducted among 300 clinical nurses. Participants were selected using stratified random sampling in 2024. Data were collected using a demographic characteristics form, the Medication Safety Competence Scale (MSCS), and the Medication Administration Error Reporting Survey. Data were analyzed using SPSS version 13, employing descriptive and inferential statistics. The results indicated that the mean (SD) scores for MSC and MAEs were 294.22 (26.61) and 135.48 (15.14), respectively. Scores ranged from 36 to 185 for MSC and 65 to 425 for MAEs. Statistical analysis revealed significant correlations between MAEs and gender, marital status, Work experience, and participation in the MSC workshop. Simple linear regression analysis showed that the ""Underreporting of MAEs"" domain was the strongest predictor of MSC among the variables examined. The nurses who participated in this study reported moderate levels of MSC and perceived a moderate frequency of MAEs. Healthcare policymakers and decision-makers should implement strategies such as conducting ideation sessions and practical workshops to reduce medication errors and enhance nurses' MSC."
强护理前置	其他	39703651	10.4103/jehp.jehp_1615_23	2024	Medication safety knowledge and practice among nursing students: A parallel-group randomized controlled trial at the University of Calabar Teaching Hospital.	Journal of education and health promotion	Osuchukwu EC; Agba M; Osuchukwu NC	Q1_nursing_title_drug_safety	Medication safety is of paramount importance in nursing practice to ensure the accurate administration of medications. We conducted a parallel-group randomized controlled trial involving a control group (n = 119) and an intervention group (n = 119) of nursing students at the University of Calabar Teaching Hospital (UCTH). Randomization was achieved using computer-generated random numbers. The study design employed was a parallel-group randomized controlled trial. Descriptive statistics were utilized to summarize participant characteristics, and inferential statistics were employed to compare outcomes between the control and intervention groups. Both groups demonstrated significant improvements in knowledge and practice of medication safety. In the control group, pre-intervention knowledge was 65.9%, increasing to 82.4% post-intervention. The intervention group exhibited an increase from 66.7% to 90.6% after targeted interventions. Practice assessments also yielded positive outcomes, with high medication safety practice rising from 52.1% to 65.5% in the control group, and from 56.3% to 80.7% in the intervention group post-intervention. This study underscores the dedication of nursing students to patient safety and affirms the effectiveness of both standard curriculum-based education and targeted interventions in enhancing medication safety knowledge and practice. Even the control group displayed notable competence, indicating the strength of the existing educational framework at UCTH. To further improve conditions and benefit the beneficiaries, we propose ongoing education and training for nursing students, as well as continued adherence to established protocols in medication safety within nursing education. These efforts will ultimately contribute to heightened patient care and safety in clinical settings.
强护理前置	护士给药错误/近失/用药安全流程	40597016	10.1186/s12912-025-03305-4	2025	Nurses' perception of patient safety culture using the Hospital Survey on Patient Safety Culture tool and its association with nursing-patient outcomes: a systematic review in Iranian hospitals.	BMC nursing	Hajizadeh A; Amini Kordkandi B; Sadeghpour S; Khodavandi M; Saeidpour J; Kakemam E	Q1_nursing_title_drug_safety	Current systematic review aimed to summarize the evidence that investigated the relationship between nurses' perception of patient safety culture (PSC), as measured by the Hospital Survey of Patient Safety Culture (HSOPSC), and nursing-sensitive patient outcomes within Iranian hospital contexts. This systematic review adhered to the Joanna Briggs Institute guidelines and employed the PRISMA flow diagram to manage the literature screening process. A search of international and local databases, (PubMed, Scopus, Web of Science, Scientific Information Database, IranMedex, and Magiran) was carry out. The Critical Appraisal Skills Program (CASP) checklist was applied to assess the risk of bias within the included studies. A narrative synthesis approach was employed, consisting of three stages: Creating a preliminary synthesis, examining the internal and external relationships of studies, and specifying the overall strength of the synthesized findings. From an initial pool of 1636 identified studies, 12 of them met the inclusion criteria for this review. These studies encompassed a total of 6001 nurses participating, predominantly working in teaching hospitals. Five studies indicated that positive nurse perceptions of patient safety culture (PSC) were associated with the prevention of adverse events (odds ratio: 0.61 to 2.28). One study reported that there was a significant negative relationship between PSC and barriers to rerror reporting by hospital nurses (r = - 0.42). Significant inverse correlations were observed between overall PSC score and missed nursing care (r = - 0.22), stress level (r = - 0.39 to - 0.46), and medication error (r = - 0.28). Furthermore, PSC demonstrated a positive correlation with social intelligence (r = 0.76) and psychosocial workplace factors (r = 0.88). Finally, PSC among nurses was significantly associated with a reduction in second-victim experience (β = - 0.39) and burnout (β = - 0.24). This review recommends that hospital managers prioritize enhancing nurses' perceptions of PSC to improve both nurse and patient outcomes. This can be achieved through interventions such as fostering collaborative and transparent communication within healthcare teams, facilitating the sharing of experiences and lessons learned, incorporating staff feedback, providing external support, cultivating a non-punitive environment, and implementing staff training programs. Further research is warranted to identify and evaluate specific interventions that effectively improve PSC and associated outcomes.
强护理前置	护士给药错误/近失/用药安全流程	41190381	10.1111/nhs.70254	2025	Nurses' and Midwives' Perceptions of Medication Errors in Children: A Scoping Review.	Nursing & health sciences	Alhewaml A; Malik G; Copnell B	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	This scoping review synthesizes the literature exploring nurses' and midwives' perceptions of medication errors in infants and children, with a focus on factors contributing to errors and barriers to reporting them. The Joanna Briggs Institute guidelines for conducting scoping reviews were followed. Seven databases were searched for studies published in English. Two independent reviewers completed the screening; a third reviewer resolved disagreements. Data were categorized and synthesized into a narrative summary. A total of 1307 records were initially identified, and 34 studies were included. Only two studies included midwives as participants, neither of which reported midwives' data separately from nurses. Factors contributing to medication errors included insufficient resources and interruptions, with nurses' workload cited most often. Barriers to reporting errors included negative feelings and nurses' fear of losing their practicing license. Nurses perceive that medication errors occur in their workplace and hospitals likely have different protocols for reporting and managing medication errors. There is a need for further research in diverse economic settings and an investigation into midwives' perceptions to enhance error reporting and management strategies. This review emphasizes the crucial role nurses and midwives play in preventing and reporting pediatric medication errors. The findings also suggest administrators should address workload pressures, resource shortages, and cultural barriers. A significant amount of attention is needed on midwives' perspectives; integrating them into medication safety initiatives and policy development, which would strengthen medication safety practices.
强护理前置	其他	39663620	10.4040/jkan.24054	2024	[Development and Effectiveness of Progressive Simulation Education Program on Medication Safety for Nursing Students].	Journal of Korean Academy of Nursing	Jung SY; Kim EY	Q1_nursing_title_drug_safety	This study aimed to develop and verify a progressive simulation education program aimed at enhancing nursing students' medication safety competency. A non-equivalent control group pretest-posttest design was adopted. The participants were 40 third-year nursing students with no prior simulation education experience, comprising 20 each in the experimental and control groups. The experimental treatment utilized a hybrid simulation approach incorporating both full-body mannequins and standardized patients and was, conducted over three sessions with durations of 65, 80, and 95 minutes for the first, second, and third sessions, respectively, for a total of 240 minutes. The program was constructed based on Jeffries' simulation model. The levels of medication safety competencies, communication self-efficacy, learning self-efficacy, and problem-solving abilities of the experimental group were significantly higher than that of the control group. Our results confirm that the program effectively improves nursing students' medication safety competence, communication self-efficacy, learning self-efficacy, and problem-solving ability. Therefore, this program can serve as a basis for developing educational strategies related to medication safety for nursing education institutions. Furthermore, the program is anticipated to have a positive impact on novice nurses' education and practice in clinical settings.
强护理前置	护士给药错误/近失/用药安全流程	42237709	10.1080/00185868.2026.2646612	2026	Correlation Between Medication Safety and Work Dynamics with Nursing Medication Error.	Hospital topics	Nazari N; Pazokian M	Q1_nursing_title_drug_safety;Q5_med_admin_errors_nurses	Medication safety is the most important priority in patient safety and medication errors especially endanger patients' safety. The purpose of this study was to investigate the relationship between medication safety and work dynamics with medication error rates in cardiac care units. This study was a descriptive correlational study. In this study 120 nurses were available in terms of medication safety using of Singapore medication safety tools of the Ministry of Health, Salyer work dynamics and Wakefield medication error. Data were analyzed and analyzed using SPSS 16 software. Results showed no significant relationship between medication safety and medication error (p = 0.221), and no significant relationship was found between work dynamics and medication error (p = 0.136). This lack of association with regard to confounding variables remained significant, but between nursing experience (r = 0.225), work in cardiac care (r = 0.222), and nurses' age (r = 0.222). Although medication safety and work dynamics in cardiac care units cannot prevent medication errors, however, the presence of experienced individuals leads to increased medication safety in these units and prevents medication error.
强护理前置	其他	39411707	10.1177/23779608241280847	2024	Knowledge, Attitudes, and Awareness of Food and Drug Interactions (FDI) Among Nurses on General Medical Wards: A Cross-Sectional Study.	SAGE open nursing	Elajez R; Alkhawaja R; Kehyayan V; Shukaili KA; Swallmeh E	Q1_nursing_title_drug_safety	Food and nutritional supplements can interact with medication and cause drug interaction. Registered nurses play an essential role in patients' safety related to drug interaction. Explore nurses' knowledge, attitudes, and awareness regarding food-drug interactions (FDIs). A cross-sectional survey was conducted among nurses working in the general medical wards at Hamad General Hospital (HGH) in Qatar. The survey questionnaire comprised 50 multiple-choice questions, encompassing three key sections: (a) demographic details, (b) assessment of FDIs knowledge, and (c) exploration of beliefs, attitudes, and practices concerning FDIs. A total of 227 surveys were collected. Nurses' average score for FDI knowledge across all responses was 20 out of 34 (IQR 16-25). Notably, there were no statistically significant differences in average scores based on respondents' demographic subgroups. While nurses displayed a high level of knowledge (over 90%) regarding the timing of food and drug intake for proton pump inhibitors, nonsteroidal anti-inflammatory drugs, and thyroid hormones, they exhibited limited awareness of the possible FDIs related to carvedilol and furosemide. Approximately half of the participating nurses (56.4%) rated their FDI knowledge as satisfactory. However, only 42.3% claimed to be always educating patients about FDIs in their daily practice. Two-thirds (67.4%) of respondents believed educating patients about FDIs should primarily fall under the responsibility of pharmacists. This study highlights the nurses' knowledge, attitudes, and beliefs of FDIs. Prompt intervention is required to enhance the nurse's awareness and knowledge in this domain which may impact patient care and drug safety.
